識別番号,分野,頻出度,言葉,読み,文章,漢字1,読み1,漢字2,読み2
1221,訓読み,c,奴凧,やっこだこ,冬の晴れた空に奴凧を高く揚げる。,奴凧,やっこだこ,X,X
1222,訓読み,c,艮,うしとら,丑と寅との中間の方角を艮という。,艮,うしとら,X,X
1223,訓読み,c,摺る,する,造幣局では紙幣を摺っている。,摺,す,X,る
1224,訓読み,c,蕗,ふき,蕗の葉を傘代わりにする。,蕗,ふき,X,X
1225,訓読み,c,檜扇,ひおうぎ,貴婦人が礼装時に檜扇を持つ。,檜扇,ひおうぎ,X,X
1226,訓読み,c,灼,あらたか,霊験灼な神社にお参りする。,灼,あらたか,X,X
1227,訓読み,c,約やか,つづまやか,両親の生活は約やかなものだった。,約,つづま,X,やか
1228,訓読み,c,蕊,しべ,蕊は花の生殖器官だ。,蕊,しべ,X,X
1229,訓読み,c,早蕨,さわらび,源氏物語の四十八巻は早蕨だ。,早蕨,さわらび,X,X
1230,訓読み,c,之く,ゆく,孟浩然の広陵に之くを送る。,之,ゆ,X,く
1231,訓読み,c,塘,つつみ,総力を挙げて塘を築く。,塘,つつみ,X,X
1232,訓読み,c,箆,へら,箆でご飯を盛る。,箆,へら,X,X
1233,訓読み,c,堰く,せく,勢いよく流れる水を堰きとめる。,堰,せ,X,く
1234,訓読み,c,鴫,しぎ,鴫の飛び立つ姿を目にする。,鴫,しぎ,X,X
1235,訓読み,c,澱,おり,水底に澱がたまっている。,澱,おり,X,X
1236,訓読み,c,戚える,うれえる,親友の死を戚える。,戚,うれ,X,える
1237,訓読み,c,凋む,しぼむ,水をやり忘れて花が凋んだ。,凋,しぼ,X,む
1238,訓読み,c,倦む,うむ,鍛錬を倦むことなく続けた。,倦,う,X,む
1239,訓読み,c,夙い,はやい,夙くから趣味の釣りに出かける。,夙,はや,X,い
1240,訓読み,c,椛,もみじ,椛の美しい庭園を歩く。,椛,もみじ,X,X
1241,訓読み,c,鼎,かなえ,鼎を使って食物を煮る。,鼎,かなえ,X,X
1242,訓読み,c,僻言,ひがごと,僻言は聞きづらい。,僻言,ひがごと,X,X
1243,訓読み,c,鋒,ほこ,状勢が変わり攻撃の鋒を収める。,鋒,ほこ,X,X
1244,訓読み,c,淫る,ふける,アルコールに淫る生活が続いた。,淫,ふけ,X,る
1245,訓読み,c,夙,つと,その人のことは夙に知っていた。,夙,つと,X,X
1246,訓読み,c,蔀,しとみ,上様には蔀ごしに拝謁した。,蔀,しとみ,X,X
1247,訓読み,c,矧ぐ,はぐ,戦に備えて矢を矧ぐ。,矧,は,X,ぐ
1248,訓読み,c,掬ぶ,むすぶ,清水を手に掬んで飲む。,掬,むす,X,ぶ
1249,訓読み,c,咽ぶ,むせぶ,奥の部屋から咽び泣く声が聞こえる。,咽,むせ,X,ぶ
1250,訓読み,c,饗す,もてなす,宿ではすばらしい饗しを受けた。,饗,もてな,X,す
1251,訓読み,c,甑,こしき,昔は甑を使って米を蒸した。,甑,こしき,X,X
1252,訓読み,c,禿びる,ちびる,禿びた鉛筆でメモをとる。,禿,ち,X,びる
1253,訓読み,c,慧い,さとい,彼は利に慧いといわれる。,慧,さと,X,い
1254,訓読み,c,弄れる,たわむれる,男女の弄れの声が聞こえてくる。,弄,たわむ,X,れる
1255,訓読み,c,套ねる,かさねる,セーターの上にコートを套ねる。,套,かさ,X,ねる
1256,訓読み,c,遁れる,のがれる,遁れるように田舎に引きこもる。,遁,のが,X,れる
1257,訓読み,c,聡い,さとい,彼女はとても聡く賢い。,聡,さと,X,い
1258,訓読み,c,啄む,ついばむ,鳩がパンくずを啄んでいる。,啄,ついば,X,む
1259,訓読み,c,萌む,めぐむ,新時代の萌みを感じる。,萌,めぐ,X,む
1260,訓読み,c,撚る,よる,糸を撚って丈夫な紐を作る。,撚,よ,X,る
1261,訓読み,c,纏る,まつる,ほつれた裾を纏ってもらう。,纏,まつ,X,る
1262,訓読み,c,蒙い,くらい,理に蒙い人々を教え導く。,蒙,くら,X,い
1263,訓読み,c,頃く,しばらく,完成まで頃く時間を要する。,頃,しばら,X,く
1264,訓読み,c,惟う,おもう,惟うにこれは当然の結果だった。,惟,おも,X,う
1265,訓読み,c,恰も,あたかも,恰も実話のような話しぶりだった。,恰,あたか,X,も
1266,訓読み,c,堰,せき,堰を切ったように話し始めた。,堰,せき,X,X
1267,訓読み,c,淘げる,よなげる,河畔で集めた砂金を淘げる。,淘,よな,X,げる
1268,訓読み,c,鴫焼き,しぎやき,秋茄子を鴫焼きにして食べる。,鴫焼,しぎや,X,き
1269,訓読み,c,謂,いい,その意見は勝者の謂だ。,謂,いい,X,X
1270,訓読み,c,凱,かちどき,味方の勝利に凱をあげる。,凱,かちどき,X,X
1271,訓読み,c,菰,こも,松の幹に菰を巻きつける。,菰,こも,X,X
1272,訓読み,c,苑,その,私の自慢の薔薇の苑をご覧ください。,苑,その,X,X
1273,訓読み,c,寓ける,かこつける,お祝いに寓けて家を訪問する。,寓,かこつ,X,ける
1274,訓読み,c,蔓る,はびこる,荒れはてた建物に蔦が蔓る。,蔓,はびこ,X,る
1275,訓読み,c,笥子,けこ,笥子に炊いたばかりの飯を盛る。,笥子,けこ,X,X
1276,訓読み,c,饗,あえ,収穫の時期に饗の祭りが行われる。,饗,あえ,X,X
1277,訓読み,c,杢,もく,父は腕利きの杢として評判だ。,杢,もく,X,X
1278,訓読み,c,謬る,あやまる,大きな謬りを正す。,謬,あやま,X,る
1279,訓読み,c,蓋し,けだし,蓋し芸術の評価は難しい。,蓋,けだ,X,し
1280,訓読み,c,蕩かす,とろかす,人を蕩かすような台詞をはく。,蕩,とろ,X,かす
1281,訓読み,c,按べる,しらべる,地方官の行政などを按べる。,按,しら,X,べる
1282,訓読み,c,袷,あわせ,母から譲られた袷に袖を通す。,袷,あわせ,X,X
1283,訓読み,c,箕,み,竹の皮を編んで箕を作る。,箕,み,X,X
1284,訓読み,c,苧環,おだまき,紡いだ麻糸を巻いて苧環を作る。,苧環,おだまき,X,X
1285,訓読み,c,邑,むら,その邑は直轄地だった。,邑,むら,X,X
1286,訓読み,c,襖,ふすま,過って襖を破いてしまった。,襖,ふすま,X,X
1287,訓読み,c,迺ち,すなわち,迺ち復変じて一と為る。,迺,すなわ,X,ち
1288,訓読み,c,瀞,とろ,川の瀞でいかだ遊びを楽しむ。,瀞,とろ,X,X
1289,訓読み,c,沓石,くついし,沓石の上に柱を立てる。,沓石,くついし,X,X
1290,訓読み,c,真菰,まこも,田んぼの水路に真菰が自生する。,真菰,まこも,X,X
1291,訓読み,c,湊まる,あつまる,支流が盆地に湊まる。,湊,あつ,X,まる
1292,訓読み,c,須つ,まつ,学思行相須つ。,須,ま,X,つ
1293,訓読み,c,納れる,いれる,縁先で涼を納れる。,納,い,X,れる
1294,訓読み,c,仮令,たとい,仮令高くても買う。,仮令,たとい,X,X
1295,訓読み,c,蝦蔓,えびづる,蝦蔓の実が完熟する。,蝦蔓,えびづる,X,X
1296,訓読み,c,箆太い,のぶとい,箆太い声が響く。,箆太,のぶと,X,い
1297,訓読み,c,態,わざ,態と見ぬふりをした。,態,わざ,X,X
1298,訓読み,c,瑞垣,みずがき,瑞垣を巡らす。,瑞垣,みずがき,X,X
1299,訓読み,c,利鎌,とがま,利鎌を振り下ろす。,利鎌,とがま,X,X
1300,訓読み,c,沫雪,あわゆき,沫雪が深々と降る。,沫雪,あわゆき,X,X
1301,訓読み,c,緊める,しめる,気を緊めて着手する。,緊,し,X,める
1302,訓読み,c,糠,ぬか,野菜を糠に漬ける。,糠,ぬか,X,X
1303,訓読み,c,裳着,もぎ,裳着の式を行う。,裳着,もぎ,X,X
1304,訓読み,c,漑ぐ,そそぐ,乾いた畑に水を漑ぐ。,漑,そそ,X,ぐ
1305,訓読み,c,懐く,いだく,相手に不信感を懐く。,懐,いだ,X,く
1306,訓読み,c,摸る,さぐる,暗闇の中で摸る。,摸,さぐ,X,る
1307,訓読み,c,椋鳥,むくどり,椋鳥が群がっている。,椋鳥,むくどり,X,X
1308,訓読み,c,立蔀,たてじとみ,部屋に立蔀を立てる。,立蔀,たてじとみ,X,X
1309,訓読み,c,一廉,ひとかど,一廉の人物だ。,一廉,ひとかど,X,X
1310,訓読み,c,徒疎か,あだおろそか,徒疎かにはできない。,徒疎,あだおろそ,X,か
1311,訓読み,c,四阿,あずまや,四阿で一服する。,四阿,あずまや,X,X
1312,訓読み,c,窟,いわや,窟に獣が棲む。,窟,いわや,X,X
1313,訓読み,c,伐る,きる,枯れた老木を伐る。,伐,き,X,る
1314,訓読み,c,琢く,みがく,職人技を琢く。,琢,みが,X,く
1315,訓読み,c,倶に,ともに,母と倶に買い物する。,倶,とも,X,に
1316,訓読み,c,猷る,はかる,仇敵の暗殺を猷る。,猷,はか,X,る
1317,訓読み,c,吹螺,ほらがい,山中で吹螺を吹く。,吹螺,ほらがい,X,X
1318,訓読み,c,黒橿,くろがし,神社に黒橿が並ぶ。,黒橿,くろがし,X,X
1319,訓読み,c,羅,うすぎぬ,羅を身に纏う。,羅,うすぎぬ,X,X
1320,訓読み,c,大凡,おおよそ,大凡の見当は付く。,大凡,おおよそ,X,X
1321,訓読み,c,弥栄,いやさか,宗家の弥栄を祈る。,弥栄,いやさか,X,X
1322,訓読み,c,苧殻,おがら,苧殻を焚く。,苧殻,おがら,X,X
1323,訓読み,c,丙午,ひのえうま,丙午に大火が起こる。,丙午,ひのえうま,X,X
1324,訓読み,c,御簾,みす,御簾を巻き上げる。,御簾,みす,X,X
1325,訓読み,c,衿,えり,コートの衿を立てる。,衿,えり,X,X
1326,訓読み,c,朽れる,すたれる,商いが朽れる。,朽,すた,X,れる
1327,訓読み,c,鯉濃,こいこく,鯉濃を馳走する。,鯉濃,こいこく,X,X
1328,訓読み,c,気忙しい,きぜわしい,気忙しい年の暮れだ。,気忙,きぜわ,X,しい
1329,訓読み,c,己亥,つちのとい,己亥の年を迎える。,己亥,つちのとい,X,X
1330,訓読み,c,鋸屑,のこくず,鋸屑を燃料に用いる。,鋸屑,のこくず,X,X
1331,訓読み,c,朔,ついたち,朔に市が立つ。,朔,ついたち,X,X
1332,訓読み,c,野点,のだて,桜の下で野点する。,野点,のだて,X,X
1333,訓読み,c,厨,くりや,厨で食事を用意する。,厨,くりや,X,X
1334,訓読み,c,二梱,ふたこり,綿糸を二梱仕入れる。,二梱,ふたこり,X,X
1335,訓読み,c,畷,なわて,畷をひたすら歩く。,畷,なわて,X,X
1336,訓読み,c,長柄,ながえ,長柄の柄杓で掬う。,長柄,ながえ,X,X
1337,訓読み,c,錘,おもり,釣り糸に錘を付ける。,錘,おもり,X,X
1338,訓読み,c,燥ぐ,はしゃぐ,子供のように燥ぐ。,燥,はしゃ,X,ぐ
1339,訓読み,c,姥目樫,うばめがし,姥目樫の実を拾う。,姥目樫,うばめがし,X,X
1340,訓読み,c,虎斑,とらふ,虎斑の猫が横切る。,虎斑,とらふ,X,X
1341,訓読み,c,柾,まさき,柾の生け垣で囲む。,柾,まさき,X,X
1342,訓読み,c,逼る,せまる,敵軍が背後から逼る。,逼,せま,X,る
1343,訓読み,c,姥,うば,尉と姥の置物を買う。,姥,うば,X,X
1344,表外読み,c,憾む,うらむ,事業の失敗を憾む。,憾,うら,X,む
1345,表外読み,c,論う,あげつらう,過去をあれこれ論う。,論,あげつら,X,う
1346,表外読み,c,託ける,かこつける,お祭りに託けて大騒ぎする。,託,かこつ,X,ける
1347,表外読み,c,約める,つづめる,約めて言えば、これが結論です。,約,つづ,X,める
1348,表外読み,c,詰る,なじる,裏切り行為を知って激しく詰った。,詰,なじ,X,る
1349,表外読み,c,擬える,なぞらえる,物語の主人公に擬える。,擬,なぞら,X,える
1350,表外読み,c,屯,たむろ,行き場を失って屯する。,屯,たむろ,X,X
1351,表外読み,c,殉う,したがう,生死の掟に殉う。,殉,したが,X,う
1352,表外読み,c,惨む,いたむ,戦禍の悲惨さに心が惨む。,惨,いた,X,む
1353,表外読み,c,台,うてな,蓮の台の半座を分かつ。,台,うてな,X,X
1354,表外読み,c,尉,じょう,シテとして尉を担う。,尉,じょう,X,X
1355,表外読み,c,括れる,くびれる,瓶の括れた部分を持つ。,括,くび,X,れる
1356,表外読み,c,閲する,けみする,膨大な資料を閲する。,閲,けみ,X,する
1357,表外読み,c,垂,なんなん,工場設立から五十年に垂とする。,垂,なんなん,X,X
1358,表外読み,c,因に,ちなみに,因に僕と彼女は兄妹です。,因,ちなみ,X,に
1359,表外読み,c,緒,いとぐち,和解の緒が見つからない。,緒,いとぐち,X,X
1360,表外読み,c,転た,うたた,転た慚愧の念に堪えない。,転,うた,X,た
1361,表外読み,c,寡,やもめ,寡暮らしの父を気にかける。,寡,やもめ,X,X
1362,表外読み,c,墾く,ひらく,祖父の時代に墾いた土地。,墾,ひら,X,く
1363,表外読み,c,拐す,かどわかす,幼い子を拐すとは許せない。,拐,かどわか,X,す
1364,表外読み,c,清か,さやか,星が庭を清かに照らす。,清,さや,X,か
1365,表外読み,c,都て,すべて,都てここに書いてある通りです。,都,すべ,X,て
1366,表外読み,c,法る,のっとる,伝統に法って進められた。,法,のっと,X,る
1367,表外読み,c,団い,まるい,団くなって花見を楽しんだ。,団,まる,X,い
1368,表外読み,c,適,たまたま,適入った喫茶店で旧友に会った。,適,たまたま,X,X
1369,表外読み,c,準える,なぞらえる,会社組織を人体に準える。,準,なぞら,X,える
1370,表外読み,c,諾う,うべなう,先方の提案を諾う。,諾,うべな,X,う
1371,表外読み,c,罷る,まかる,罷り間違えば大事故だ。,罷,まか,X,る
1372,表外読み,c,辱い,かたじけない,辱いお言葉感謝いたします。,辱,かたじけな,X,い
1373,表外読み,c,潤びる,ほとびる,冷たい水で喉を潤びらせる。,潤,ほと,X,びる
1374,表外読み,c,嚇す,おどす,相手をにらみ据えて嚇した。,嚇,おど,X,す
1375,表外読み,c,過る,よぎる,目の前を黒い影が過った。,過,よぎ,X,る
1376,表外読み,c,事える,つかえる,恩師に事える。,事,つか,X,える
1377,表外読み,c,埋ける,いける,保存のため大根を埋ける。,埋,い,X,ける
1378,表外読み,c,放る,ひる,カメムシが悪臭を放る。,放,ひ,X,る
1379,表外読み,c,参差,しんし,ビルが参差として並び立つ。,参差,しんし,X,X
1380,表外読み,c,序で,ついで,序での節はお立ち寄りください。,序,つい,X,で
1381,表外読み,c,打打,ちょうちょう,打打と釘を打つ。,打打,ちょうちょう,X,X
1382,表外読み,c,伸す,のす,ライバル企業が急速に勢いを伸す。,伸,の,X,す
1383,表外読み,c,掃う,はらう,失敗し財産も地を掃うに至った。,掃,はら,X,う
1384,表外読み,c,少く,わかく,少くしてすでに巨匠の風格を備える。,少,わか,X,く
1385,表外読み,c,漫り,みだり,私生活を漫りに話すべきではない。,漫,みだ,X,り
1386,表外読み,c,白す,もうす,神前でこれまでの己の所業を白す。,白,もう,X,す
1387,表外読み,c,束ねる,つかねる,為す術もなく手を束ねている。,束,つか,X,ねる
1388,表外読み,c,首め,はじめ,学芸会で首めのセリフをとちった。,首,はじ,X,め
1389,表外読み,c,条,すじ,条の通らない主張を繰り返す。,条,すじ,X,X
1390,表外読み,c,炊ぐ,かしぐ,米を炊ぐ間に夕食のおかずを作る。,炊,かし,X,ぐ
1391,表外読み,c,准える,なぞらえる,名勝に准えて造った庭園だ。,准,なぞら,X,える
1392,表外読み,c,宣う,のたまう,牧師が静かに宣う声が聞こえる。,宣,のたま,X,う
1393,表外読み,c,購う,あがなう,努力で成功を購う。,購,あがな,X,う
1394,表外読み,c,確,しか,情報不足で確とは断定できない。,確,しか,X,X
1395,表外読み,c,郭,くるわ,郭によって城への敵の侵入を防ぐ。,郭,くるわ,X,X
1396,表外読み,c,謁える,まみえる,手柄を立て王に謁える。,謁,まみ,X,える
1397,表外読み,c,肯ずる,がえんずる,恩師の忠告も頑として肯じない。,肯,がえん,X,ずる
1398,表外読み,c,額ずく,ぬかずく,額ずいて詫び、誠意を示す。,額,ぬか,X,ずく
1399,表外読み,c,将,はた,右に行くか将左に行くか。,将,はた,X,X
1400,表外読み,c,廉,かど,違反の廉で取り調べを受けた。,廉,かど,X,X
1401,表外読み,c,号ぶ,さけぶ,悲しい知らせに泣き号んだ。,号,さけ,X,ぶ
1402,表外読み,c,効う,ならう,先輩に効うが、うまくいかない。,効,なら,X,う
1403,表外読み,c,科,とが,飲酒運転の科で逮捕される。,科,とが,X,X
1404,表外読み,c,抑,そもそも,抑、君が対処できる問題ではない。,抑,そもそも,X,X
1405,表外読み,c,妻わせる,めあわせる,姫は隣国の王に妻わされた。,妻,めあ,X,わせる
1406,表外読み,c,負む,たのむ,最後の負みは君だけだ。,負,たの,X,む
1407,表外読み,c,私か,ひそか,海外進出を心私かに決意する。,私,ひそ,X,か
1408,表外読み,c,和ぐ,なぐ,和いで静かな海を眺望する。,和,な,X,ぐ
1409,表外読み,c,一入,ひとしお,苦労したから喜びも一入だ。,一入,ひとしお,X,X
1410,表外読み,c,便う,へつらう,上役に便い成り上がる。,便,へつら,X,う
1411,表外読み,c,伝,つて,伝を頼って職に就く。,伝,つて,X,X
1412,表外読み,c,交,こもごも,交に別れの挨拶をした。,交,こもごも,X,X
1413,表外読み,c,剰え,あまつさえ,吹雪は止まらず剰え停電になった。,剰,あまつさ,X,え
1414,表外読み,c,賢しら,さかしら,賢しらに振る舞う。,賢,さか,X,しら
1415,表外読み,c,泥む,なずむ,旧習に泥んだ計画だ。,泥,なず,X,む
1416,表外読み,c,塗れる,まみれる,通りの地蔵はほこりに塗れていた。,塗,まみ,X,れる
1417,表外読み,c,動,やや,動もすると意見が偏ってしまう。,動,やや,X,X
1418,表外読み,c,果す,おおす,包囲網を敷けば逃げ果せまい。,果,おお,X,す
1419,表外読み,c,滑る,ぬめる,なめこはその滑りが特徴だ。,滑,ぬめ,X,る
1420,表外読み,c,英,はなぶさ,英の先に蝶がとまる。,英,はなぶさ,X,X
1421,表外読み,c,挙って,こぞって,全員が挙って反対する。,挙,こぞ,X,って
1422,表外読み,c,攻く,みがく,武力を攻いて戦闘に備える。,攻,みが,X,く
1423,表外読み,c,薦被り,こもかぶり,薦被りが祝いを盛り上げる。,薦被,こもかぶ,X,り
1424,表外読み,c,略,ほぼ,新校舎が略完成した。,略,ほぼ,X,X
1425,表外読み,c,措く,おく,その話は措いておこう。,措,お,X,く
1426,表外読み,c,徒す,あだす,徒し世を憂える。,徒,あだ,X,す
1427,表外読み,c,斎く,いつく,死後は神として斎き奉る。,斎,いつ,X,く
1428,表外読み,c,憲,のり,師匠の教えを生き方の憲とする。,憲,のり,X,X
1429,表外読み,c,脂,やに,脂下がったところが気に食わない。,脂,やに,X,X
1430,表外読み,c,亜ぐ,つぐ,徹夜に亜ぐ徹夜で疲労が溜る。,亜,つ,X,ぐ
1431,表外読み,c,克い,よい,逆境にくじけず克くやった。,克,よ,X,い
1432,表外読み,c,敏い,さとい,人一倍利に敏い。,敏,さと,X,い
1433,表外読み,c,初,うぶ,初な学生が上京してから変貌した。,初,うぶ,X,X
1434,表外読み,c,患える,うれえる,不治の病を患える。,患,うれ,X,える
1435,表外読み,c,精しい,くわしい,もっと精しい地図が必要だ。,精,くわ,X,しい
1436,表外読み,c,尚ぶ,とうとぶ,清い心で神仏を尚ぶ。,尚,とうと,X,ぶ
1437,表外読み,c,寿ぐ,ことほぐ,新春を寿ぐ。,寿,ことほ,X,ぐ
1438,表外読み,c,円かな,まどかな,円かな月を歌に詠む。,円,まど,X,かな
1439,表外読み,c,揮う,ふるう,予算削減に大鉈を揮う。,揮,ふる,X,う
1440,表外読み,c,薄,すすき,薄が高原に群生する。,薄,すすき,X,X
1441,表外読み,c,刷く,はく,慣れた手つきで角皿に漆を刷く。,刷,は,X,く
1442,表外読み,c,啓す,もうす,趣意を啓して引き下がった。,啓,もう,X,す
1443,表外読み,c,賦,みつぎ,周辺国の君主が賦を捧げる。,賦,みつぎ,X,X
1444,表外読み,c,領,えり,羽織の領を外側に折る。,領,えり,X,X
1445,表外読み,c,遵う,したがう,法に遵って判断する。,遵,したが,X,う
1446,表外読み,c,異しい,あやしい,何度見ても異しい。,異,あや,X,しい
1447,表外読み,c,彩なす,あやなす,もみじが山々を彩なす。,彩,あや,X,なす
1448,表外読み,c,貞しい,ただしい,動揺しない貞しい心をもつ。,貞,ただ,X,しい
1449,表外読み,c,幣,ぬさ,豊作を祈願して氏神に幣を供える。,幣,ぬさ,X,X
1450,表外読み,c,卒かに,にわかに,卒かに冷たい強風が吹き荒んだ。,卒,にわ,X,かに
1451,表外読み,c,予予,かねがね,予予考えていた企みを行動に移す。,予予,かねがね,X,X
1452,表外読み,c,濃やか,こまやか,濃やかな心配りに感謝する。,濃,こま,X,やか
